year,female,age,urban,edu,v01_wt_median,v02_wt_median,v05_wt_median,v06_wt_median,v10_wt_median,v15_wt_median,v16_wt_median,v23_wt_median,v36_wt_median,v41_wt_median,v57_wt_median
2005,0,2,0,1,53.623859,65.401176,14.724483,5.7577844,6.8437448,67.095718,14.953941,49.49118,529.11865,2182.3418,55.97644
2005,0,2,0,2,83.65815,102.79003,18.830481,7.4479413,14.569483,67.21833,21.970903,53.998188,607.43726,2017.0905,86.521439
2005,0,2,0,3,95.465393,97.849701,18.544075,9.837183,16.139229,72.578346,33.737499,54.126965,678.53418,2025.1481,134.63171
2005,0,2,0,999,74.83989,86.671196,17.127384,7.4032331,11.916998,68.572906,22.268885,52.24477,594.99457,2084.7258,87.004402
2005,0,2,1,1,73.673904,71.876816,18.559465,7.9675574,11.895222,90.043999,25.680376,56.235668,601.15881,2166.354,84.552383
2005,0,2,1,2,112.19191,105.06384,22.975079,8.1052933,21.947514,91.515839,39.826954,62.584538,728.40076,2176.7793,147.51646
2005,0,2,1,3,122.77407,96.23468,22.701399,8.6712141,24.555946,90.537079,62.038918,64.578163,887.79871,2533.3418,239.01291
2005,0,2,1,999,104.88043,92.269882,21.598881,8.2702456,19.983929,90.735947,43.773109,61.469643,749.27917,2302.7939,162.41484
2005,0,2,999,1,61.016975,67.788956,16.138569,6.5726013,8.7063923,75.55751,18.909136,51.978096,555.68225,2176.4465,66.513344
2005,0,2,999,2,96.493805,103.81288,20.694891,7.7436452,17.888424,78.148346,30.003284,57.86068,661.85156,2088.925,113.9595
2005,0,2,999,3,109.81264,97.001213,20.728222,9.2246141,20.561146,82.013382,48.606304,59.617744,788.47614,2292.1394,189.47079
2005,0,2,999,999,88.198448,89.160835,19.115788,7.7887797,15.504236,78.428459,31.831478,56.346928,663.60248,2181.697,120.53825
2005,0,7,0,1,65.996613,117.28706,30.522779,4.9774327,16.94352,199.04132,18.376326,51.24725,477.77499,1749.6632,58.515064
2005,0,7,0,2,97.639366,158.13739,35.44656,6.2768316,36.669468,206.30807,26.376463,55.201458,503.34546,1669.4354,84.74189
2005,0,7,0,3,107.64142,154.97504,35.634972,8.8436527,38.851097,217.95929,41.001442,55.833214,571.96118,1714.2488,129.27576
2005,0,7,0,999,88.151733,141.56583,33.602333,6.467083,29.664747,206.64496,27.230879,53.849598,511.95822,1712.3628,86.625526
2005,0,7,1,1,87.704437,121.11151,38.398357,6.5633817,29.125025,246.21066,32.261318,57.539524,521.11731,1760.5586,86.422935
2005,0,7,1,2,122.03116,150.79074,42.531315,6.8185477,52.456738,249.31801,49.642574,63.034794,578.44543,1821.6115,139.04681
2005,0,7,1,3,123.00615,132.8383,38.833221,7.9144969,53.705383,243.97243,75.765297,65.412926,706.66882,2154.3889,213.99594
2005,0,7,1,999,112.81815,135.88457,40.013134,7.1520839,46.411064,246.47749,54.441521,62.380436,609.80634,1927.4685,152.04723
2005,0,7,999,1,74.108376,118.71618,33.465717,5.5700688,21.495497,216.66753,23.564859,53.598541,493.97113,1753.7346,68.943657
2005,0,7,999,2,108.75117,154.79059,38.674057,6.5236135,43.861443,225.90147,36.97546,58.769974,537.55768,1738.7601,109.48078
2005,0,7,999,3,115.79423,143.22888,37.332024,8.350626,46.733051,231.76234,59.447773,60.916386,643.43951,1947.795,174.22983
2005,0,7,999,999,99.289879,139.00044,36.497139,6.7763963,37.226566,224.63138,39.517876,57.70171,556.14166,1809.494,116.16677
2005,0,12,0,1,63.506428,135.74667,33.845966,4.476851,20.287325,240.27988,15.976952,50.685036,449.81796,1634.5648,51.044628
2005,0,12,0,2,92.178917,175.18352,37.397839,5.3186665,44.129848,245.42442,21.658667,54.258888,457.91061,1592.262,69.623985
2005,0,12,0,3,100.18311,172.27805,38.570267,7.3497458,46.190807,254.67868,34.165852,55.374691,524.05365,1682.3743,107.11688
2005,0,12,0,999,83.94413,159.96252,36.428364,5.5796113,35.996136,246.13515,23.083637,53.265537,473.46725,1632.9388,73.330376
2005,0,12,1,1,83.13282,137.42326,41.916969,5.7209415,34.037518,293.96057,27.885399,56.707668,486.49814,1671.2803,74.397781
2005,0,12,1,2,112.30235,163.257,44.364029,5.7528577,60.805725,294.18729,41.130611,61.485901,522.55487,1762.3077,113.46922
2005,0,12,1,3,110.87517,142.3009,40.187023,6.5873733,61.397354,290.33942,63.105091,64.539711,641.63385,2126.9915,174.5071
2005,0,12,1,999,104.06795,148.45978,42.127041,6.0624695,53.973778,292.6611,46.012802,61.389904,558.42847,1877.2861,126.42906
2005,0,12,999,1,70.980057,136.38512,36.919361,4.9505944,25.523329,260.72122,20.511627,52.978424,463.78558,1648.5458,59.937386
2005,0,12,999,2,101.4445,169.69211,40.605331,5.5185843,51.808048,267.87668,30.624277,57.586475,487.67526,1670.5575,89.811966
2005,0,12,999,3,105.92575,156.17754,39.438618,6.9402814,54.358147,273.83185,49.708927,60.297169,587.20526,1921.1754,143.31172
2005,0,12,999,999,93.202934,154.67021,39.050278,5.8017702,44.267502,267.54138,33.63316,57.00349,512.55719,1745.3611,97.760643
2005,0,17,0,1,63.821888,149.37769,34.545238,4.5381923,22.122391,223.02879,14.332566,50.436539,436.04602,1607.0846,44.598602
2005,0,17,0,2,91.126022,190.2917,36.173222,5.0908251,47.805717,219.4718,18.003954,53.818966,432.76135,1594.3359,57.478626
2005,0,17,0,3,98.549561,186.36528,37.662632,6.8373995,49.923347,227.26866,28.855074,55.317318,498.34891,1720.9242,89.764908
2005,0,17,0,999,83.838631,175.00166,36.042679,5.4068608,39.538174,222.96597,19.885113,53.084251,452.94229,1635.5029,62.39925
2005,0,17,1,1,82.85685,150.00661,42.061749,5.6351953,36.494305,274.97244,24.586901,56.452656,470.19257,1665.7021,64.31945
2005,0,17,1,2,109.86472,176.36171,43.08411,5.4564562,64.135735,269.68094,34.404858,60.727589,493.62103,1783.9574,93.718567
2005,0,17,1,3,108.05102,153.46822,38.785412,6.1805892,64.750183,270.55814,53.004517,64.387161,609.25732,2192.5737,145.32671
2005,0,17,1,999,102.40578,160.84123,41.151318,5.7836709,57.465809,271.34592,39.207642,61.086819,532.88232,1913.8263,106.50546
2005,0,17,999,1,71.20752,149.62172,37.46167,4.9638333,27.698742,243.18311,18.311283,52.770813,449.29501,1629.8284,52.250359
2005,0,17,999,2,99.831589,183.82014,39.383858,5.2606888,55.392262,242.79781,25.623432,57.028553,461.03534,1682.4297,74.314865
2005,0,17,999,3,103.68976,168.56831,38.270042,6.4820719,57.944515,250.68784,41.919678,60.224014,558.34924,1976.0819,119.82327
2005,0,17,999,999,92.514618,168.38483,38.429825,5.5829353,47.915333,245.57278,28.914072,56.823662,490.29636,1765.5569,83.009041
2005,0,22,0,1,64.404831,155.3788,35.461548,5.0979939,21.035152,194.71727,13.839257,50.974983,438.75546,1632.5071,40.847473
2005,0,22,0,2,89.664795,192.69164,37.558498,5.6862545,44.314262,196.31361,17.557175,54.362553,438.46069,1649.5503,53.250462
2005,0,22,0,3,97.275269,190.16617,39.232876,7.370266,47.151417,200.59854,27.600822,56.424213,503.52435,1807.0238,82.730492
2005,0,22,0,999,83.198715,179.07857,37.329308,5.980206,37.123074,197.02724,19.238102,53.802525,457.75769,1690.1311,57.670383
2005,0,22,1,1,83.328613,154.05525,43.598618,6.2161574,35.716679,248.64738,23.781292,57.352898,474.30972,1715.4731,59.141338
2005,0,22,1,2,108.33043,176.77919,44.544933,5.9467912,61.607216,249.12224,33.081852,62.085869,500.84637,1876.984,86.75425
2005,0,22,1,3,107.69324,158.03023,39.855415,6.3973389,63.747143,244.54579,48.608871,65.806618,609.05206,2311.8977,130.91008
2005,0,22,1,999,101.96609,163.71494,42.434849,6.1931214,56.138382,247.17265,37.030228,62.420113,537.71497,2011.7683,97.698273
2005,0,22,999,1,71.836823,154.85899,38.657242,5.5371337,26.801073,215.8974,17.743822,53.479801,452.71878,1665.0906,48.032078
2005,0,22,999,2,98.505646,185.15482,40.867577,5.8096561,52.504948,221.32605,24.91033,58.020649,468.00925,1757.2727,69.119293
2005,0,22,999,3,103.0415,172.37927,39.577446,6.8317614,56.336975,224.92288,39.228554,61.617275,561.93286,2086.4663,109.39738
2005,0,22,999,999,92.154556,171.74701,39.765686,6.08181,46.197224,220.95674,27.728546,57.91486,495.91351,1843.6172,76.77179
2005,0,27,0,1,66.726822,163.49962,36.266422,5.7625227,21.107059,160.39456,13.427845,51.518509,442.23117,1664.5865,37.507
2005,0,27,0,2,91.794518,202.3649,38.073891,6.3370824,43.64946,160.32307,16.461075,54.983089,440.8364,1702.1497,48.145386
2005,0,27,0,3,99.785072,199.93811,39.484089,7.9346261,46.780842,164.59079,25.703627,57.032551,505.01883,1875.8025,74.904381
2005,0,27,0,999,85.775383,188.58409,37.890331,6.6238251,37.019321,161.62856,18.217701,54.434978,460.57693,1741.6779,52.607662
2005,0,27,1,1,86.019318,161.14796,44.87355,6.8623691,35.882542,214.62468,22.762545,58.208561,479.14999,1762.6575,54.494347
2005,0,27,1,2,110.81077,185.06425,44.998016,6.4913225,60.630257,215.23523,30.752529,62.824108,504.97864,1951.9199,79.155457
2005,0,27,1,3,111.12957,168.65877,40.796227,6.7521243,63.507435,211.29199,44.211922,66.606064,608.388,2400.6833,118.31509
2005,0,27,1,999,105.09843,172.7507,43.258392,6.6849155,55.969585,213.4863,34.348186,63.275856,540.98376,2089.9844,89.283562
2005,0,27,999,1,74.423515,162.56143,39.700214,6.201304,27.001703,182.02954,17.151901,54.187489,456.95984,1703.7117,44.284058
2005,0,27,999,2,100.95165,194.03391,41.40815,6.4113555,51.826431,186.76559,23.343014,58.758873,471.7236,1822.4246,63.078049
2005,0,27,999,3,106.15885,182.36417,40.221298,7.2702513,56.178486,190.82933,36.102303,62.41132,563.09564,2170.7007,99.294189
2005,0,27,999,999,95.168411,180.88741,40.499771,6.6535215,46.231136,186.83685,26.058807,58.732571,499.66309,1910.9913,70.435997
2005,0,32,0,1,69.671082,174.88321,35.952923,6.2850885,22.479183,128.84396,12.559999,51.633041,439.92905,1673.3303,34.28759
2005,0,32,0,2,95.667412,220.71443,36.122723,6.5668769,45.742455,121.95478,14.292516,54.706131,431.29877,1731.9969,41.711452
2005,0,32,0,3,104.27502,216.51762,37.897141,8.0770016,48.764927,128.31291,22.837475,56.986603,498.0498,1918.2478,66.361977
2005,0,32,0,999,90.076363,204.90233,36.614395,6.9418192,39.300465,126.09223,16.370373,54.433445,454.55334,1770.6636,46.936996
2005,0,32,1,1,89.756943,173.55292,44.429649,7.3040438,37.081543,178.22971,21.026436,58.133492,476.65378,1789.2806,49.858425
2005,0,32,1,2,115.28666,203.02779,43.310421,6.7540236,61.367935,174.37309,26.906496,62.127148,498.1517,1999.821,70.608368
2005,0,32,1,3,115.96432,184.47231,40.502666,6.8663383,64.153664,176.4767,39.594105,66.689995,605.16266,2471.6611,107.7914
2005,0,32,1,999,109.90561,188.79857,42.394672,6.9225678,57.136539,176.10046,30.862139,63.132988,537.74591,2148.7314,81.420891
