year,female,age,urban,edu,v01_wt_median,v02_wt_median,v05_wt_median,v06_wt_median,v10_wt_median,v15_wt_median,v16_wt_median,v23_wt_median,v36_wt_median,v41_wt_median,v57_wt_median
2010,0,2,0,1,51.315968,60.549877,12.850364,4.943181,5.4070487,70.804764,11.033003,50.719952,545.15747,2562.3655,54.210697
2010,0,2,0,2,78.687263,100.47433,16.190357,7.0259099,11.927242,72.112823,16.262812,55.304317,619.92053,2298.1221,83.195183
2010,0,2,0,3,91.476677,87.254807,16.880766,8.5546713,13.082594,85.12384,29.232956,56.611298,698.60675,2263.7993,135.83554
2010,0,2,0,999,72.130791,82.217667,15.152962,6.6785455,9.8495998,75.181335,17.880993,53.978428,613.9447,2385.7317,86.915382
2010,0,2,1,1,69.635292,68.469704,16.312868,6.8348336,9.4328566,90.344673,19.449137,56.699207,600.23914,2541.0981,79.344849
2010,0,2,1,2,107.61649,110.45094,20.363829,7.6351466,18.607742,88.265953,30.586651,62.885052,720.73682,2388.8491,133.35739
2010,0,2,1,3,118.86004,90.77494,21.98185,7.8977938,21.494398,98.196266,55.73436,67.388916,898.97601,2703.0037,233.03294
2010,0,2,1,999,101.97359,92.02668,19.920963,7.526011,17.309393,92.578094,37.226814,62.980602,756.95563,2547.8362,157.10136
2010,0,2,999,1,58.388744,63.607586,14.187178,5.6735163,6.9613447,78.348793,14.28233,53.028439,566.42358,2554.1545,63.914566
2010,0,2,999,2,92.247444,105.15073,18.146616,7.311481,15.058636,79.684387,22.976917,58.857685,667.17682,2340.6492,106.70803
2010,0,2,999,3,106.58603,89.197113,19.695396,8.1922245,17.723986,92.33683,43.855671,62.558075,809.16473,2506.1396,189.46628
2010,0,2,999,999,86.136894,86.821327,17.390726,7.0762863,13.3507,83.346153,26.960558,58.203415,681.06396,2461.8123,119.85574
2010,0,7,0,1,63.638027,108.47456,26.944433,4.388411,12.957991,210.51727,13.644004,52.438705,496.73151,2066.051,56.946217
2010,0,7,0,2,92.197647,152.28156,30.237307,5.9095483,29.108795,222.42598,19.82457,56.370766,515.94409,1900.6786,82.541412
2010,0,7,0,3,103.50996,141.72945,32.480171,7.7128515,30.206018,255.56677,35.70483,58.2649,596.06317,1912.0267,131.85336
2010,0,7,0,999,85.105286,133.63254,29.680927,5.8661718,23.622118,227.38362,22.030085,55.488045,531.36401,1963.1465,87.093697
2010,0,7,1,1,83.706894,115.28142,34.194981,5.8607049,22.627949,250.91733,24.722923,58.053364,526.6925,2065.5933,81.342537
2010,0,7,1,2,118.44254,155.56889,38.1464,6.3531733,44.019493,244.7146,38.992874,63.472557,571.65741,1995.7292,127.28776
2010,0,7,1,3,119.09729,126.87238,38.044815,7.1388531,45.698936,266.11292,69.086143,68.159836,720.36737,2290.6345,210.52425
