countryname,Fruit Consumption,non-starchy vegetable consumption,Beans and Legumes,Nuts and Seeds,Unprocessed red meat,sugar-sweetened beverages,Fruit Juices,Protein,Calcium (milligrams),Potassium (milligrams),Total Milk
Afghanistan,137.63531945416665,144.0762994749999,11.442835125833332,10.603293660000002,1.461932032541668,146.32652113333333,251.19883866666672,45.259710433333304,425.29849558333314,1744.3960979166668,21.358565837500016
Albania,127.95047098333322,128.0935619208333,79.75190047083336,5.157470388333338,59.304483020833345,104.00938246250004,55.67684374583335,78.17765116250003,614.7591707083332,1883.955435416667,142.7940727541667
Algeria,69.43716824166668,168.92736319999997,22.25663103208332,2.4700822062916656,32.2529820375,235.79492569166663,32.179421645833344,61.103816479166646,687.4214444583338,1843.6351545833336,219.06394958333345
Angola,107.6383112458334,134.99973402916666,10.264496521249992,30.309837220833312,24.130547373750012,159.73963034166673,43.109918315833305,87.4835526458333,432.3950582083331,2466.5364666666665,54.28617797083335
Antigua and Barbuda,100.20766359583334,137.64609458333334,61.62205174583333,2.9292290707083315,33.96107610791667,449.8884954166664,141.87964184166665,78.7195815583333,614.1589428750002,2146.997929583334,168.09625867499997
Argentina,94.76314359166666,106.59711255416664,1.950908247166667,0.7278570160416666,67.40119312916664,193.57402568749984,37.42183148333332,81.56176752916667,553.0738274166665,2020.7587208333327,80.62617548749998
Armenia,69.09107750833331,87.16654356250002,0.5350655396249998,1.1493710117499991,13.97983272374999,67.13516769583335,41.91318382083332,47.76082989999996,573.8358531666668,2311.4723575000003,79.11530062083337
Australia,144.02300750000003,131.5226667958333,13.335296971250004,2.9738196837499973,77.71769837916666,134.66367037916666,36.78466564583335,78.96881109166672,768.9615981250005,3196.626668333332,203.5222854583334
Austria,114.00487905833327,106.17907372083329,9.155861587083336,3.714354255833333,104.34940548750004,129.39161895,56.452525695833295,69.88381787500002,729.6018193333331,2854.1078675,111.33338656250002
Azerbaijan,71.08305456666668,81.58774784583329,11.568488524166671,2.548570906166667,17.534397511666665,59.06262370833336,5.089424223749997,56.98646664166668,604.0323507916668,3274.393504583333,107.0665607166667
Bahamas,62.98403209999997,137.3228234875,24.467772906249987,10.793761012083335,29.045756450416697,450.45024033333334,68.33115343749998,79.95515243333332,775.7367512500001,2242.9956033333333,172.18146951249997
Bahrain,108.90899865,147.7774863999999,40.11763563041668,4.091227153749998,5.121362888749997,433.1036943333331,79.98024175416666,101.33814436250003,629.290281875,3265.0176950000014,102.17713947083334
Bangladesh,100.32920426666672,257.33647434166676,55.53102970000001,1.397244342333333,16.54150833000001,85.54292059999999,39.65579959999995,58.66023254166666,451.3322062500003,1078.1502201666672,55.71422022083335
Barbados,88.04364731249998,145.62269288749988,13.460655277083331,20.039726584999993,64.89178618333331,582.1847633750003,11.317125276666667,74.23688405000004,513.4578494166668,2087.4881145833338,65.65669150833331
Belarus,50.083693587500015,68.86732438333333,4.761899089583335,2.072467072666667,25.32492985125,53.59683181666672,12.774611809583336,51.573676316666685,633.650362,2420.8112316666666,155.23167014583342
Belgium,137.25430975416663,120.67401738749999,3.567808282916667,2.7518604220833347,63.10436767916669,207.29377236249988,48.46360384166667,76.47063375833328,768.5627476249996,3484.486358333333,100.51870900833342
Belize,116.52500438750008,165.60522607499993,20.149454365833336,8.985217971666668,13.83208597541667,397.3683593333333,48.098720441666686,65.65844409166668,670.7385465833333,2135.2916608333335,137.61524686250002
Benin,132.7686447,107.37945529999998,46.22005633749997,31.20809815,59.45096968083332,209.48884226249984,52.750571820833294,54.835437091666684,368.5220553750001,2658.00764125,52.07338214166661
Bhutan,111.37864189583333,226.4454011625,20.89065488541668,12.12068396291667,25.64639934333333,231.05805337083345,134.70287739583327,105.07952937083337,485.3274474583335,1247.8961683333325,41.12079203333334
Bosnia Herzegovina,55.91585278333337,105.55552178749998,6.908727214166668,1.8442771312500013,12.954313769166658,73.9211516291667,15.523008964166662,59.10131627916665,640.7222421249998,2424.4829262499984,234.8618007083333
Botswana,46.89976922916666,115.70748071249993,2.3781132245833336,3.9959554833333346,13.605896956250003,279.37184896666696,28.917983360000008,80.18798756666668,584.39710575,4263.944583333332,115.13120696666672
Brazil,118.8871594958333,113.84314367499996,113.19142624166669,1.5032953638749995,64.49714796666667,116.03439360833332,71.61541873333331,73.55440424583335,588.4668343333336,1979.7163874999999,129.3212014083333
Brunei Darussalam,95.78435069166662,150.30095062499996,226.09103091666657,7.2097441670833335,22.390617564583348,194.7887016966668,32.447606945833336,88.1122341333333,506.8675741666669,1988.8489262499986,85.40309328749996
Bulgaria,117.33442665833337,141.4672092,7.2426890125000005,1.6105565244583349,29.871567725000002,86.36959254999994,19.723757003333326,72.36104772083331,539.4888080833334,4337.353020833331,147.92831145416665
Burkina Faso,97.10424914166668,127.21228712500009,19.176670502083333,59.445261349999974,24.05409665708335,71.9030472041667,26.016464064166662,85.10782743333334,363.14336441666694,3449.5413579166657,45.98541709166664
Burundi,142.31140904166668,176.74695595416662,60.02268117916669,9.97049797666667,34.859745737083344,139.30205891666677,76.92161846249996,37.915123012500004,318.72934591666655,2757.6692879166653,50.213166212500006
Cabo Verde,141.64375362500004,158.69880653750005,5.057736386666668,2.5274732309166676,30.872284614999995,321.49348764166666,29.78912862333332,78.38143501666667,462.0070255416667,2356.4710895833327,102.67277721249998
Cambodia,114.04402388750013,117.50042186666666,17.048614654166666,6.186747608333332,66.97209866666668,121.04856419875001,31.895895670833323,48.224204579166695,330.83287562499976,1506.730932916666,30.354292079166658
Cameroon,99.76675139583334,120.72671504583336,103.13057052916666,5.793574385416662,25.907589852500003,81.15776551666663,14.94966306333333,43.13423808333335,439.20932083333344,2708.1469766666664,84.18187800000003
Canada,133.42279017916667,139.20628327916674,13.359732232916677,5.72770304125,55.143265237499996,150.98411699166664,117.89930411250002,83.73354680000001,828.3790890000002,2735.218028749999,180.81832587500006
Central African Republic,90.0221336166666,145.23070923749995,55.36579157500001,10.85360177166667,87.5025698291667,219.2266347500001,46.9770538,46.223885450000004,460.2864134999997,2661.2359179166656,33.70877707500001
Chad,123.62408452916667,110.79517629166665,13.981793041666663,22.86564429750001,35.42776630458332,222.19412264999997,11.888930604583349,68.70477466666665,398.3300806666664,2869.8429399999977,90.00455044166667
Chile,118.10704437916665,139.62505916666666,28.099583704166673,12.439684508749997,20.29896159291668,345.92591304166643,7.359216742916666,68.55500927083334,592.9709206250002,2341.4732270833333,169.33649230416668
China,106.63817411666673,345.4183299999999,18.08647935833334,2.0022856381666676,68.96144313333329,8.143031551125,0.08416194950416671,34.487044341666675,277.8406250416667,893.8534435416673,16.719641669166677
Colombia,92.54229931666666,100.2689591375,51.47974232083332,4.714736958791666,69.8326913875,410.3717510833332,95.03952357916668,62.701427299999985,547.1909660416665,1852.0150020833341,182.50542582500003
Comoros,94.74727720416666,91.03153223333337,82.90132447499992,22.40510346624997,13.878840820416672,307.68894277499993,47.212928887499984,49.970081766666674,471.6801156250001,3224.5906045833344,106.55369448333339
Congo,128.08872400416664,132.2967763458334,37.855534758333334,4.619880278333333,58.584831241666656,166.4857912833334,59.76594467500002,62.985464983333344,407.93435487499977,2274.176110833333,81.7871481958333
Costa Rica,90.74843667500004,130.30387758749993,45.41131709166666,2.267565004250001,52.289514074999985,285.22737520833346,35.68611630416668,55.601555024999996,626.5468696666672,1568.5473908333336,175.72025045000007
Croatia,58.03475739583332,92.10007732083328,11.401495157916674,1.1770593720416676,37.121374320833326,85.18896082499995,34.676533066666664,73.31660287499999,699.0731099999996,3112.022969166666,159.92897983333333
Cuba,113.73418175416667,101.97224152083338,26.927216808333316,0.6051836312083334,16.427800381250005,375.21743166666676,27.79492377916667,67.82653244166667,665.1423718750004,1666.4884066666666,89.93181419583334
Cyprus,210.81940337083336,152.61039152916666,51.950142208333325,5.98371462833334,92.3170275166667,191.99939175833333,61.71745898333332,98.12203114583335,796.7938863333331,3862.804455833333,180.64410424999997
Czechia,73.18598472916668,95.96835475416671,7.337482906249998,1.5089187039166676,23.085124873333346,66.90400567916669,19.31697471041666,73.55688765833334,688.3082255833332,3539.2048504166664,81.54614346666668
C̫te d'Ivoire,68.94798009166671,112.34049312916659,2.456268180208333,2.2261124591666652,12.2968479575,184.69592470833342,25.301351667083335,51.45729120000003,520.1333425833334,2994.7325975,36.18029358749995
Democratic Republic of the Congo,187.84743612083324,222.13098434166656,72.65981951249998,14.321390696666665,20.341524655416666,123.58422856249993,67.30296879583334,40.07212895416668,444.96399166666663,2928.39059375,87.32064803333337
Denmark,113.71947843333326,98.72774432083334,16.775263473333336,2.6433773874999997,55.21516923333333,91.5443242125,32.49852827083333,78.30326349583325,894.5324399999992,2488.2987333333326,163.06261487499998
Djibouti,89.8503336791667,114.54489165833328,74.43075079166663,12.455842232083336,30.23909205458335,402.7287574708333,41.79461537375,88.86167386666669,450.0931010416667,5535.279817500001,98.46216659999997
Dominica,97.00119499166672,110.04360901250003,24.68887722875,31.363821784166653,25.257699417083337,316.07872620833325,35.335863312499995,69.05695497500001,650.0767832500003,2080.1894870833326,84.12776522916668
Dominican Republic,110.48374395416671,87.00186030833332,59.73725804166669,4.157102463624999,84.00165397499997,257.2238405416666,139.75460707083326,64.88976397083333,673.1048616666665,1558.3234850000003,184.15746887916652
Ecuador,106.50357145416659,92.68026657083333,28.242644900000002,0.18120303877916658,98.37171054583332,131.86767099166656,56.37291582500003,41.52166338750002,558.1969045833335,1089.4124519999998,87.57627044166667
Egypt,95.7265327083333,156.59176984166663,56.709301058333374,2.265478413250001,26.646157566250018,175.81863497916666,80.08226429166665,49.1747588083333,569.1786860416665,1856.2212349999995,69.92540613333335
El Salvador,163.3041122083333,141.62906286249998,31.643864775000008,13.694067985833327,69.95504026666671,341.0076196666666,46.11593338750001,59.73652886666669,720.131890791667,1701.1897908333337,161.45493220416677
Equatorial Guinea,151.51363487083324,122.86962077916655,297.29337877916674,5.9365922512500005,67.139598775,239.33017865000005,63.33372413749998,65.57238316250005,428.64242383333374,1953.6416504166662,124.81554676666664
Eritrea,76.80172946666669,73.89297624999999,7.086301547499998,28.465400999999996,4.988946545458334,257.50114092083356,18.49311612083331,27.73376315416667,476.150587625,3851.5090820833343,63.14378874583337
Estonia,61.935372170833325,88.106313775,2.428693332875,0.7950122145833335,38.03270662083333,43.76648155541666,18.229557090416666,63.4283756583333,687.0450140833335,2470.3277537500007,241.86497074999988
Ethiopia,69.39272325833333,93.66733000833334,58.73661240833334,93.7051892625001,23.091974063750005,214.85763235416687,20.220827290416675,66.24857370000002,518.8659546666668,3838.9889704166653,87.50761682083335
Federated State of Micronesia,85.51751631249996,208.81504566666666,305.0707644583334,0.6751027776249999,0.08449339378749995,198.11865246291646,8.436933719166666,41.07630992499999,391.7290108333336,4482.491827916668,32.09885004166669
Fiji,100.39297433333331,211.02071041666662,15.449019921249997,6.909025143333336,17.958476896666674,177.03230811249995,13.0207221625,67.77924399166665,531.4948715833335,1850.4229775000006,59.84317134166671
Finland,111.3839811208333,110.09745675,7.170960426666665,2.713008442500001,50.94934320416666,71.52035577916665,55.725304574999996,65.53796626666666,1105.4082364583335,2739.552067916668,374.07541729166667
"France, Monaco",100.67034097500003,129.18067355,22.699378862499977,4.497119217916667,58.408068045833325,147.5763210708333,48.08155575833332,72.07339279166668,794.1856829166666,3456.778747916665,179.88139875
Gabon,79.50964016249999,119.39087844166664,30.570528858333358,5.866683582916664,44.2557642504167,175.75657554166688,43.717462475,78.99606106249995,425.36070608333347,2535.0171649999993,134.30989104999998
Gambia,24.892979291666663,47.6543039208333,6.435296900416664,54.643869554166635,12.357635237499998,370.12480704166677,47.38632818333333,40.37563375833334,413.3291048333332,4053.444654583336,51.97790350416671
Georgia,83.80719163750005,93.01886637916667,4.571070424583332,3.0534354313333325,1.5083514398749998,59.23881419166666,7.6309418983333295,66.07851914583333,605.6018754166669,3957.720583333333,69.6888503625
Germany,188.97744515833327,170.39429001666664,16.24954131541667,2.475097774999999,50.51959189583333,133.66724040416673,90.6817580791667,64.307055725,959.5179340833337,3186.4515075000013,108.21897490000002
Ghana,117.36323462916667,163.11428026666667,135.79882833333332,37.21466275833333,50.4107254404167,185.61391490000005,33.81704190166666,86.82380510416668,315.84574195833346,2174.7220458333327,54.98769515416665
Greece,151.60350775833345,146.52332962499992,25.730528745833343,5.831085427500002,89.54552607083329,100.19570000416678,28.72670873333335,66.11683919583332,931.8033738750001,3856.127731666667,116.2705033833333
Grenada,147.5418420833334,163.4142037375,76.5821878916666,14.292176810416661,20.367447449999993,852.9968388333327,64.8154080375,68.23711345833334,702.7099725000002,1875.4913320833316,177.75034821249997
