countryname,Fruit Consumption,non-starchy vegetable consumption,Beans and Legumes,Nuts and Seeds,Unprocessed red meat,sugar-sweetened beverages,Fruit Juices,Protein,Calcium (milligrams),Potassium (milligrams),Total Milk
Finland,112.2876928666666,99.41870085416659,7.034977321666664,2.1455776925,49.73056307083333,63.37638174166671,51.28823712083333,80.87211900833329,1139.5864678750006,2851.435529583333,321.1089090833335
"France, Monaco",100.11357604999995,120.71559504999996,20.731857158333344,3.797181414166665,61.07498798749997,134.2669916416667,37.00032129166671,75.76274432499999,850.1994990416667,2836.1144225000007,170.400821
Gabon,70.14612217916677,122.78547445416665,12.52407952458333,2.8526383775,20.860435290833355,139.60652079999997,34.309731331666676,75.20372485416665,514.7698970000002,2986.5238749999994,134.6298141791667
Gambia,31.0669496625,45.410015425000005,6.981133236249996,71.03185389166666,12.602489662500002,288.8456862791665,39.369228385833345,54.99966853749998,431.74768650000004,4581.922583749997,43.48858679583334
Georgia,97.30974550833331,105.79665194583329,242.44879502916663,11.275466928749983,10.28037877375,56.56226022499997,9.238557813333328,62.966022295833355,729.5178399583333,3893.593371666667,80.56338608333334
Germany,150.81903491249992,187.14664862916666,21.892164841666673,2.8479291308333337,49.14888258749999,107.8898997833333,63.583567183333365,62.518124975,1022.9181876249997,2982.339951249998,108.28216858749998
Ghana,116.07464367083337,160.10491215416658,25.31537923249999,73.32216822500006,26.86311371416667,112.59611649999995,17.979871328750004,69.16122799166664,322.2821769583334,3740.0366345833327,46.14961482499998
Greece,149.57716635833327,143.23883818333334,27.53967529583334,4.578172391250002,70.41244256249999,117.61250404583342,32.82187566666668,71.18532978333333,1044.764485708333,4089.513374583333,112.73845750833325
Grenada,155.10875449999997,150.46681604583335,96.76251748749992,6.260468552083336,16.209056146249992,1096.7706166666665,79.38997143333336,82.38665259583325,748.4775555416672,2452.672040833332,162.93285053333344
Guatemala,125.94151245000002,95.83070498333332,95.76906828333337,9.901984179583339,62.21326842916662,305.0837309583336,34.55059960833333,68.81099435416668,896.767169958334,2249.6504716666677,76.91677824166665
Guinea,62.380460387500015,28.4711833375,6.95328411541667,5.370992167916663,15.548033244166664,260.07679795,16.60539119708333,49.28215280000001,578.9386446666666,2633.624349166667,61.386149120833366
Guinea-Bissau,121.52740595416662,142.07549326666674,133.6566251083333,15.375121351666671,47.53961879374997,274.66467694999994,41.447456089583355,58.523888133333365,378.3691070000004,4622.344380416665,104.72811408333322
Guyana,137.16000247083323,118.09942946250011,23.911878285416677,40.594573396666675,73.02440882500005,349.5592622083334,44.36756694999999,82.29208711250001,625.1485568750002,1524.285027916667,154.5714683458332
Haiti,85.72232130833335,78.01691755416671,36.93980836666665,18.960489197499996,20.843197683333337,299.2885026666667,74.49729411666667,52.92710592500004,702.0351612500004,1943.558399583333,95.18541210833328
Honduras,99.3566139083333,40.920861279166665,58.93774711666669,9.496847394583325,28.12590630583333,461.50560125000004,81.60684605416665,49.89922909583335,675.2780360833332,1495.9797479166673,110.90457379999998
Hungary,76.64624822500006,83.05525117499998,10.069432750833336,3.916062327624997,19.48193546333334,47.36509964208328,7.027073524166666,79.27650140833335,580.7279586666667,4451.773949166668,60.34654681250001
Iceland,113.97396913333341,73.31747342499995,4.772327203333332,0.4581701857083333,44.41346575416663,125.74326408750001,56.39025267916664,80.34065346666671,1070.8367744166667,3330.0911429166676,340.6262845833335
India,57.93451469166668,181.8671081791667,46.27594687583329,13.27813066416667,11.458057850833333,131.3063239583334,30.411756574999995,47.29899221666667,550.1556742083337,900.1005712499995,97.66573525000003
Indonesia,108.44296416249998,157.84298020833342,50.63873669166667,6.490755087083332,37.21833737499997,29.704303072500007,18.136943932499996,72.80367039999997,604.8302337500002,1558.7778512500006,42.04285151249999
Iran,194.15981066666657,171.09421345000007,27.174666734166653,3.9636369858333347,22.618984355833334,63.282480445833365,9.590787827083327,61.79605259999996,609.2368781666664,3199.3035079166652,84.76828908333337
Iraq,140.39836257083334,160.76600883333327,86.9387499625,20.61574775416666,34.15516873666665,254.415324375,52.372855008333325,90.14099498333336,784.2111219583336,1458.2880041666658,69.49629587499999
