year,superregion2,iso3,countryname,female,adult,urban,edu,v01_wt_median,v02_wt_median,v05_wt_median,v06_wt_median,v10_wt_median,v15_wt_median,v16_wt_median,v23_wt_median,v36_wt_median,v41_wt_median,v57_wt_median
1995,MENA,AFG,Afghanistan,999,999,1,1,134.68845,120.13924,9.0602303,4.1164923,2.1124368,255.6698,184.4814,41.163719,377.93591,1165.5421,19.511925
1995,MENA,AFG,Afghanistan,999,999,1,2,169.25104,128.5818,10.19566,5.5493469,2.5982778,301.81836,263.39548,42.6399,395.26425,1216.8314,26.570591
1995,MENA,AFG,Afghanistan,999,999,1,3,205.65884,144.20284,11.044235,6.6233301,3.1486547,275.05243,331.07254,43.164032,412.70163,1265.2444,32.806068
1995,MENA,AFG,Afghanistan,999,999,1,999,144.00107,123.02422,9.3346462,4.4630756,2.2468438,261.26736,204.34286,41.467964,382.53085,1178.8523,21.304983
1995,MENA,AFG,Afghanistan,999,999,999,1,119.87682,116.02354,8.6693592,3.7046857,1.8164892,288.18423,150.50467,41.197174,356.43567,1152.7964,17.155987
1995,MENA,AFG,Afghanistan,999,999,999,2,150.5824,124.05191,9.6635942,4.9716015,2.2446301,341.45535,215.3364,42.642693,373.58295,1208.3408,23.445719
1995,MENA,AFG,Afghanistan,999,999,999,3,182.64711,139.43727,10.610497,5.8962569,2.7392681,308.21124,267.28412,43.149021,389.06921,1258.4886,28.992369
1995,MENA,AFG,Afghanistan,999,999,999,999,128.1248,118.81513,8.9281406,4.0088687,1.9358066,294.43283,166.49057,41.494476,360.82217,1167.004,18.752853
1995,SSA,AGO,Angola,0,0,0,1,69.430885,90.79528,5.5343647,16.653326,10.35363,97.952301,17.800121,75.630821,455.97479,2625.5835,25.793617
1995,SSA,AGO,Angola,0,0,0,2,87.865753,97.054504,6.4164968,20.891653,14.902081,131.62947,31.204056,78.334045,451.20355,2698.1248,40.097446
1995,SSA,AGO,Angola,0,0,0,3,110.04848,110.66376,8.130208,27.907375,20.785767,124.20837,51.624771,79.699829,474.06619,2749.6619,63.403503
1995,SSA,AGO,Angola,0,0,0,999,77.30838,94.168922,5.9863272,18.684755,12.344465,106.82888,24.021414,76.568924,457.22571,2652.4697,32.606754
1995,SSA,AGO,Angola,0,0,1,1,84.576653,90.811752,6.264853,29.956497,15.559916,224.85944,33.78096,85.38559,435.85269,2440.2175,39.104752
1995,SSA,AGO,Angola,0,0,1,2,107.44135,98.511063,7.1256094,37.532459,22.607388,298.78107,61.05621,88.676155,430.77374,2515.8926,61.089535
1995,SSA,AGO,Angola,0,0,1,3,134.75754,110.83089,8.8945589,50.073101,31.941124,290.62,98.252251,90.232056,453.61847,2549.9504,97.604218
1995,SSA,AGO,Angola,0,0,1,999,94.324417,94.453163,6.7169924,33.587666,18.669565,245.27843,45.939323,86.515251,437.01266,2465.9985,49.656216
1995,SSA,AGO,Angola,0,0,999,1,76.120621,90.802551,5.8570137,22.529203,12.653194,154.00591,24.858698,79.939407,447.08704,2543.709,31.673012
1995,SSA,AGO,Angola,0,0,999,2,96.5121,97.697861,6.7297053,28.241734,18.305439,205.45868,44.389458,82.902061,442.17993,2617.6348,49.369446
1995,SSA,AGO,Angola,0,0,999,3,120.96223,110.73758,8.4678144,37.697754,25.712978,197.71072,72.219666,84.351807,465.03464,2661.4514,78.509613
1995,SSA,AGO,Angola,0,0,999,999,84.824196,94.294464,6.3090549,25.267223,15.138199,167.98067,33.702335,80.96212,448.29782,2570.1074,40.137333
1995,SSA,AGO,Angola,0,1,0,1,92.254257,132.72345,7.7133708,19.23987,16.298628,105.56372,16.023033,77.348236,437.58615,2440.0996,19.754629
1995,SSA,AGO,Angola,0,1,0,2,117.1207,143.04013,8.8680477,24.571165,23.399952,142.08611,28.105833,80.088242,431.21976,2505.7324,30.497206
1995,SSA,AGO,Angola,0,1,0,3,147.39314,162.37991,11.195769,32.383648,32.459953,135.16347,46.629742,81.648087,452.94992,2555.4578,48.380852
1995,SSA,AGO,Angola,0,1,0,999,102.92038,137.92845,8.3146954,21.678719,19.392355,115.31967,21.644466,78.319283,438.24594,2464.7813,24.915207
1995,SSA,AGO,Angola,0,1,1,1,113.69681,133.16354,8.2373953,34.574326,24.479097,243.86768,30.356831,87.636986,417.79855,2258.6411,29.944389
1995,SSA,AGO,Angola,0,1,1,2,144.04323,144.33765,9.5261183,43.992985,35.541534,326.62225,53.716778,90.157883,412.6937,2313.2563,46.704483
1995,SSA,AGO,Angola,0,1,1,3,180.03503,163.08499,11.923534,57.647766,50.417301,310.84085,88.655815,92.162697,433.66629,2356.3538,74.874664
1995,SSA,AGO,Angola,0,1,1,999,126.604,138.54814,8.8854647,38.866032,29.386152,265.96228,41.124397,88.595901,418.73572,2279.3774,38.026623
1995,SSA,AGO,Angola,0,1,999,1,101.72522,132.91783,7.9448271,26.012947,19.911861,166.6512,22.354128,81.892677,428.84619,2359.9512,24.255344
1995,SSA,AGO,Angola,0,1,999,2,129.01212,143.61324,9.1587105,33.14959,28.762768,223.59387,39.417931,84.535904,423.03699,2420.7178,37.6558
1995,SSA,AGO,Angola,0,1,999,3,161.81075,162.69135,11.517216,43.542557,40.391533,212.75841,65.192238,86.292282,444.43256,2467.5156,60.082909
1995,SSA,AGO,Angola,0,1,999,999,113.3812,138.20216,8.5667982,29.270184,23.806515,181.85703,30.248558,82.858368,429.62848,2382.8904,30.706388
1995,SSA,AGO,Angola,0,999,0,1,78.719467,107.85906,6.4211693,17.70599,12.773105,101.04997,17.076889,76.329773,448.49106,2550.0959,23.335892
1995,SSA,AGO,Angola,0,999,0,2,99.771835,115.76958,7.4142208,22.38913,18.360516,135.88507,29.943153,79.047966,443.07065,2619.8257,36.190376
1995,SSA,AGO,Angola,0,999,0,3,125.24687,131.71101,9.3778191,29.729113,25.536884,128.66684,49.591911,80.492722,465.47235,2670.6255,57.289635
1995,SSA,AGO,Angola,0,999,0,999,87.731857,111.97801,6.933918,19.903227,15.21279,110.28443,23.054052,77.281281,449.5014,2576.085,29.476475
1995,SSA,AGO,Angola,0,999,1,1,96.427864,108.04793,7.0676308,31.835842,19.189812,232.59534,32.387417,86.301849,428.50507,2366.3201,35.376701
1995,SSA,AGO,Angola,0,999,1,2,122.33745,117.1614,8.10256,40.161739,27.871281,310.11176,58.069233,89.279182,423.41559,2433.4243,55.235153
1995,SSA,AGO,Angola,0,999,1,3,153.18442,132.09708,10.127281,53.155811,39.460495,298.84943,94.346725,91.017776,445.49841,2471.1611,88.353821
1995,SSA,AGO,Angola,0,999,1,999,107.46144,112.39877,7.5995092,35.735832,23.030962,253.69627,43.979759,87.36203,429.57434,2390.0481,44.923244
1995,SSA,AGO,Angola,0,999,999,1,86.541092,107.94248,6.7067051,23.947004,15.6073,159.15225,23.839397,80.734344,439.66345,2468.9241,28.654196
1995,SSA,AGO,Angola,0,999,999,2,109.73884,116.38433,7.7182531,30.239113,22.561325,212.83926,42.366161,83.566986,434.38919,2537.4941,44.602264
1995,SSA,AGO,Angola,0,999,999,3,137.58661,131.88153,9.708849,40.07645,31.686804,203.83478,69.359665,85.141533,456.65005,2582.5239,71.010376
1995,SSA,AGO,Angola,0,999,999,999,96.44622,112.16386,7.2279029,26.896332,18.665998,173.62801,32.296726,81.733841,440.69983,2493.9143,36.299156
1995,SSA,AGO,Angola,1,0,0,1,66.713417,87.512756,5.6023622,15.830741,10.577718,93.136406,18.199995,74.670746,469.61633,2725.8394,25.632086
