year,superregion2,female,age,urban,edu,v01_wt_median,v02_wt_median,v05_wt_median,v06_wt_median,v10_wt_median,v15_wt_median,v16_wt_median,v23_wt_median,v36_wt_median,v41_wt_median,v57_wt_median
1990,Asia,0,2,0,1,90.435181,209.67863,25.177082,6.5448718,30.415188,1.6571258,11.529336,43.919521,551.81567,1030.191,45.916553
1990,Asia,0,2,0,2,108.38344,242.99466,25.67782,6.2735395,42.620407,1.8763115,12.497236,43.609257,571.55261,1062.4996,63.742386
1990,Asia,0,2,0,3,125.18233,253.51715,19.702597,6.4178033,42.649044,1.934026,16.110521,44.469711,622.53723,1130.4846,95.864937
1990,Asia,0,2,0,999,104.4977,231.58368,24.259995,6.4132018,37.662525,1.7988993,12.837834,43.910282,573.88611,1063.1749,63.020248
1990,Asia,0,2,1,1,110.42874,212.85803,28.519012,8.6233702,32.635563,1.88676,17.221283,46.185112,589.67145,1106.3112,66.933426
1990,Asia,0,2,1,2,133.29427,236.8299,30.606356,8.1442022,46.79351,2.6595347,22.125834,48.486061,645.00305,1300.5396,110.47765
1990,Asia,0,2,1,3,154.37125,230.64311,28.858709,7.6363263,52.678738,3.0884562,35.525761,53.127373,749.85199,1598.1351,187.04402
1990,Asia,0,2,1,999,130.24991,226.59486,29.414085,8.1915169,43.124146,2.4860702,23.683945,48.807343,651.04504,1304.2042,113.75168
1990,Asia,0,2,999,1,96.056015,210.57246,26.116608,7.1292043,31.039408,1.7216835,13.129525,44.55645,562.45819,1051.5909,51.825073
1990,Asia,0,2,999,2,115.95248,241.12152,27.175333,6.8419318,43.888386,2.1142902,15.422842,45.091053,593.87018,1134.827,77.94268
1990,Asia,0,2,999,3,135.38541,245.52144,22.903149,6.8437424,46.154961,2.3375611,22.897188,47.496029,667.04059,1293.9535,127.73692
1990,Asia,0,2,999,999,112.34798,230.06288,25.831163,6.9553018,39.327438,2.0083759,16.144156,45.403095,597.40717,1136.65,78.485184
1990,Asia,0,7,0,1,100.43665,247.93587,35.531265,4.7913013,76.5047,43.311352,13.355635,44.399765,359.01987,906.13055,40.258667
1990,Asia,0,7,0,2,120.40977,289.70486,37.01606,4.5822721,108.99068,49.705914,14.721239,44.124962,372.07272,941.11737,56.167999
1990,Asia,0,7,0,3,139.09384,301.97433,29.282606,4.8049583,109.37878,52.252571,19.210966,44.987766,407.5264,1009.8249,86.168671
