year,superregion2,female,adult,urban,edu,v01_wt_median,v02_wt_median,v05_wt_median,v06_wt_median,v10_wt_median,v15_wt_median,v16_wt_median,v23_wt_median,v36_wt_median,v41_wt_median,v57_wt_median
2010,Asia,999,1,0,1,80.603653,225.20348,24.775108,3.9633245,30.915754,39.71468,2.5405991,53.852371,366.3591,1918.6572,11.356159
2010,Asia,999,1,0,2,99.969429,273.69803,23.811169,5.4107041,45.398842,35.62331,2.3903189,53.594501,371.08429,2018.948,15.145223
2010,Asia,999,1,0,3,116.86149,268.0733,26.830164,5.7541947,47.087917,41.11108,5.0147467,57.283989,424.88785,2107.3999,25.432642
2010,Asia,999,1,0,999,101.60344,263.76782,24.859152,5.2639422,43.418835,37.927887,3.1838572,54.71804,386.01913,2027.6946,17.507854
2010,Asia,999,1,1,1,100.59333,249.13675,26.004187,4.6820903,36.736416,31.488817,3.0496154,54.860153,367.41214,1945.1088,14.671413
2010,Asia,999,1,1,2,122.30071,290.11618,26.661798,5.468307,51.381996,31.575798,3.1675746,54.91367,380.83664,2078.6699,21.393829
2010,Asia,999,1,1,3,143.1245,267.84299,41.582977,5.8475428,51.3312,45.209854,8.3219767,62.430531,476.26187,2276.4214,48.739491
2010,Asia,999,1,1,999,126.84509,276.23306,32.01165,5.4961314,49.305157,36.536385,5.0309863,57.647808,413.75485,2132.0259,30.422966
2010,Asia,999,1,999,1,89.940819,236.38269,25.349209,4.2990594,33.634583,35.872383,2.7783601,54.323105,366.85098,1931.0127,12.904712
2010,Asia,999,1,999,2,111.03558,281.83395,25.223783,5.439249,48.363766,33.617588,2.7754841,54.248207,375.91702,2048.543,18.241688
2010,Asia,999,1,999,3,131.84406,267.94189,35.246376,5.8074479,49.508629,43.449352,6.9014611,60.219994,454.1958,2203.8235,38.728775
2010,Asia,999,1,999,999,114.62421,270.19797,28.548727,5.3837161,46.455261,37.210091,4.1366882,56.229343,400.32645,2081.5134,24.170042
2010,Asia,999,999,0,1,84.013107,211.60091,25.28754,3.8104503,31.378561,49.586178,4.6778193,54.61087,407.35217,1845.8477,17.939161
2010,Asia,999,999,0,2,104.36237,260.95166,24.434723,5.2799373,46.594494,44.528061,4.4894705,54.423042,409.25299,1946.1567,23.622684
2010,Asia,999,999,0,3,122.36667,254.80336,26.999691,5.6494746,48.238121,51.252483,9.2231569,58.151703,469.9136,2028.2889,39.382862
2010,Asia,999,999,0,999,106.04633,250.48004,25.334139,5.1296082,44.40007,47.38213,5.9058042,55.545605,426.64441,1952.5238,27.22888
2010,Asia,999,999,1,1,105.0083,236.47722,26.468088,4.5757084,37.525463,38.837719,5.5325222,55.707218,406.11365,1868.2596,22.433004
2010,Asia,999,999,1,2,127.688,278.57178,26.646515,5.3575964,52.929447,38.443436,5.6342511,55.596466,415.05719,2001.9823,31.243242
2010,Asia,999,999,1,3,149.43478,258.1001,39.98539,5.851326,52.986599,54.03474,13.510925,62.787273,510.63611,2187.4917,66.400589
2010,Asia,999,999,1,999,132.22031,265.10931,31.416969,5.4217987,50.717281,44.106815,8.4517555,58.198147,448.1286,2049.3044,42.607929
2010,Asia,999,999,999,1,93.693787,223.07114,25.831879,4.1633034,34.212841,44.630165,5.0719147,55.116386,406.7811,1856.1815,20.011229
2010,Asia,999,999,999,2,115.82591,269.61118,25.521723,5.3181033,49.707848,41.537731,5.0520806,54.999729,412.1055,1973.5927,27.367859
2010,Asia,999,999,999,3,137.54642,256.65216,34.282051,5.7626724,50.901058,52.812767,11.62773,60.75132,492.7507,2117.5693,54.534363
2010,Asia,999,999,999,999,119.37508,257.92981,28.43174,5.2784023,47.617027,45.714218,7.2022963,56.896378,437.58496,2001.808,35.060459
2010,FSU,0,0,0,1,82.240646,57.007008,299.92438,9.6551275,43.362679,200.60974,49.14019,73.104897,785.22791,3290.501,125.34214
2010,FSU,0,0,0,2,89.183502,59.511711,103.23657,19.349152,41.426846,193.71645,43.486717,73.847557,758.50812,3296.3237,132.56027
2010,FSU,0,0,0,3,83.545815,57.39151,72.961487,21.441563,46.965446,165.5731,57.255871,76.779709,792.14136,3401.7898,150.83823
2010,FSU,0,0,0,999,84.776161,57.861332,95.228249,20.163639,45.429764,174.49608,53.494392,75.848412,783.81744,3369.6902,144.85963
2010,FSU,0,0,1,1,81.605568,59.015057,212.23259,9.07024,50.348953,230.52415,60.003548,77.242149,843.22461,3342.812,131.248
2010,FSU,0,0,1,2,89.990356,63.860886,72.905319,12.831546,47.973484,221.09312,55.404423,78.441536,825.88409,3409.1987,141.20015
2010,FSU,0,0,1,3,83.20472,60.891209,43.021885,13.877159,53.829395,190.37793,73.944374,82.244881,869.91675,3525.0015,161.84312
2010,FSU,0,0,1,999,84.523209,61.403648,58.50605,13.396524,52.424683,198.94786,69.336594,81.181969,859.32556,3490.998,155.88506
2010,FSU,0,0,999,1,81.878571,58.151867,249.92831,9.3216639,47.345795,217.66498,55.333763,75.463684,818.29382,3320.3252,128.70927
2010,FSU,0,0,999,2,89.658791,62.073669,85.369408,15.509841,45.283257,209.84315,50.507053,76.553719,798.19714,3362.8147,137.64973
2010,FSU,0,0,999,3,83.330788,59.597763,54.087185,16.672869,51.292568,181.21037,67.776512,80.225021,841.17194,3479.4639,157.77585
2010,FSU,0,0,999,999,84.619881,60.049911,72.539848,15.982653,49.751495,189.60333,63.282318,79.143692,830.4693,3444.6389,151.67157
2010,FSU,0,1,0,1,88.308319,127.55746,287.33868,4.0416403,57.923206,84.888367,28.371138,76.201904,624.20184,3324.4805,96.130898
2010,FSU,0,1,0,2,97.271599,133.35962,98.180824,6.3749576,51.597267,82.409622,25.553558,77.115318,598.07184,3350.2666,98.079193
2010,FSU,0,1,0,3,91.837494,129.05338,64.720352,6.8259048,57.859898,70.816559,33.691456,79.977684,622.18427,3446.5007,111.53681
2010,FSU,0,1,0,999,92.841805,129.92937,85.954826,6.55303,56.455845,74.289635,31.534208,79.101608,616.88763,3417.3499,107.56239
2010,FSU,0,1,1,1,87.829353,130.6151,194.15358,3.8648458,65.16729,96.210052,34.198826,80.205986,665.31866,3359.8088,98.307556
2010,FSU,0,1,1,2,98.498398,140.1629,63.575718,4.7326951,57.980495,92.78685,31.712154,81.859177,648.90369,3428.4812,102.0883
2010,FSU,0,1,1,3,91.862717,133.26791,35.781898,5.2909126,64.459282,81.011147,42.419216,85.161804,680.33777,3532.2458,116.57372
2010,FSU,0,1,1,999,92.993103,134.51718,49.028969,5.1100788,63.198746,84.102959,39.879929,84.261002,673.3255,3503.1313,112.79134
2010,FSU,0,1,999,1,88.025352,129.36385,232.28706,3.9371941,62.202843,91.576958,31.814001,78.567421,648.49274,3345.3516,97.416809
2010,FSU,0,1,999,2,98.031525,137.57381,76.745255,5.3576846,55.551254,88.837631,29.368401,80.053825,629.55878,3398.7153,100.56257
