year,superregion2,female,age,urban,edu,v01_wt_median,v02_wt_median,v05_wt_median,v06_wt_median,v10_wt_median,v15_wt_median,v16_wt_median,v23_wt_median,v36_wt_median,v41_wt_median,v57_wt_median
2010,HIC,0,17,999,2,71.554947,70.273476,18.740511,5.125628,55.079548,314.62137,55.110214,69.010353,837.99542,2777.7534,212.12244
2010,HIC,0,17,999,3,58.708755,69.673759,16.853704,4.1313887,50.302437,360.45105,74.413666,70.369919,862.59613,2826.4409,219.27776
2010,HIC,0,17,999,999,61.613987,69.646599,17.31739,4.3376575,51.53199,351.23914,69.326424,69.995079,855.40918,2812.647,217.36246
2010,HIC,0,22,0,1,74.091621,76.570869,20.020979,3.7518997,58.411098,315.8606,31.417471,68.529243,781.11163,2813.4575,149.14423
2010,HIC,0,22,0,2,83.788826,83.367737,19.214376,4.6700459,56.458458,261.64725,39.224792,69.975395,813.97534,2889.0554,151.93983
2010,HIC,0,22,0,3,68.906769,82.933311,17.301311,3.9577274,51.87347,309.19754,56.185665,71.318207,840.77924,2918.4106,158.05724
2010,HIC,0,22,0,999,72.581917,82.817474,17.844072,4.1180849,53.174961,298.25058,51.351173,70.907089,832.43604,2907.9167,156.31424
2010,HIC,0,22,1,1,69.171806,78.037941,20.95602,4.2018962,61.996471,364.26059,39.317036,68.10907,785.91724,2827.772,188.47791
2010,HIC,0,22,1,2,78.26474,85.037132,21.179827,5.5577664,60.386688,300.0238,49.211773,69.479782,822.97113,2895.9431,192.94664
2010,HIC,0,22,1,3,64.774185,84.528168,18.877897,4.4192805,55.157715,338.53171,65.441444,70.739609,846.97681,2936.0618,197.34819
2010,HIC,0,22,1,999,67.816025,84.437187,19.437973,4.6577959,56.49543,331.0322,61.138035,70.386925,839.91858,2924.0728,196.1259
2010,HIC,0,22,999,1,70.268066,77.711037,20.747667,4.101625,61.197556,353.47577,37.556801,68.202698,784.84644,2824.5823,179.7133
2010,HIC,0,22,999,2,79.480804,84.669632,20.747156,5.3623452,59.521931,291.57565,47.013256,69.588882,820.99078,2894.4268,183.91946
2010,HIC,0,22,999,3,65.602921,84.208336,18.561733,4.3267221,54.4991,332.64911,63.58532,70.855637,845.73401,2932.5222,189.46889
2010,HIC,0,22,999,999,68.795616,84.104271,19.110359,4.5468621,55.812935,324.29416,59.126419,70.493843,838.38062,2920.752,187.9429
2010,HIC,0,27,0,1,84.022774,90.073898,22.196644,4.1301775,61.848267,281.9823,26.88331,69.294373,774.06616,2947.5098,134.33209
2010,HIC,0,27,0,2,95.296532,98.427086,21.265326,5.0735693,59.666183,233.32243,33.709835,70.729851,806.61511,3029.2637,136.34846
2010,HIC,0,27,0,3,78.880455,98.561165,19.063154,4.2966537,55.058941,276.05893,49.038418,72.746117,834.04285,3054.3071,141.34044
2010,HIC,0,27,0,999,83.092957,98.218422,19.717468,4.4810534,56.436386,265.79739,44.471394,72.125763,825.1286,3044.2681,139.86067
2010,HIC,0,27,1,1,78.390976,91.724533,23.290607,4.6425395,65.557831,325.19312,33.720562,68.836998,779.37134,2968.5637,169.39397
